h_a;xG;xGA;Dif;scored;missed;xpts;result;date;result;wins;draws;loses;pts;team_name;league_name;year
h;0.850791;0.158168;0.692623;0;0;2.0098;d;02/01/2019;D;0;1;0;1;Chelsea;EPL;2018
h;1.32355;0.395148;0.928402;2;1;2.1757;w;12/01/2019;W;1;0;0;3;Chelsea;EPL;2018
h;0.625978;0.722229;-0.096251;2;0;1.1332;w;27/02/2019;W;1;0;0;3;Chelsea;EPL;2018
a;1.53632;0.898469;0.637851;2;1;1.8449;w;03/03/2019;W;1;0;0;3;Chelsea;EPL;2018
h;1.0471;0.609079;0.438021;1;1;1.6533;d;10/03/2019;D;0;1;0;1;Chelsea;EPL;2018
a;1.24394;2.24031;-0.99637;0;2;0.6124;l;17/03/2019;L;0;0;1;0;Chelsea;EPL;2018
a;0.873177;1.30839;-0.435213;0;2;0.9786;l;14/04/2019;L;0;0;1;0;Chelsea;EPL;2018
h;1.28197;0.788788;0.493182;2;2;1.7333;d;22/04/2019;D;0;1;0;1;Chelsea;EPL;2018
a;1.6298;1.12483;0.50497;1;1;1.7725;d;28/04/2019;D;0;1;0;1;Chelsea;EPL;2018
a;1.26735;0.345306;0.922044;0;0;2.222;d;12/05/2019;D;0;1;0;1;Chelsea;EPL;2018
h;1.10275;1.69077;-0.58802;1;2;0.8825;l;18/08/2018;L;0;0;1;0;West Ham;EPL;2018
a;1.17924;1.7852;-0.60596;1;3;0.9287;l;25/08/2018;L;0;0;1;0;West Ham;EPL;2018
h;0.888887;1.22301;-0.334123;0;1;1.0284;l;01/09/2018;L;0;0;1;0;West Ham;EPL;2018
a;1.52437;1.26774;0.25663;3;1;1.5939;w;16/09/2018;W;1;0;0;3;West Ham;EPL;2018
h;1.0177;1.88344;-0.86574;0;0;0.7327;d;23/09/2018;D;0;1;0;1;West Ham;EPL;2018
h;1.3029;0.865739;0.437161;3;1;1.7709;w;29/09/2018;W;1;0;0;3;West Ham;EPL;2018
a;1.43652;1.02566;0.41086;0;1;1.678;l;05/10/2018;L;0;0;1;0;West Ham;EPL;2018
h;0.544268;1.11777;-0.573502;0;1;0.8098;l;20/10/2018;L;0;0;1;0;West Ham;EPL;2018
a;1.56009;1.95344;-0.39335;1;1;1.0581;d;27/10/2018;D;0;1;0;1;West Ham;EPL;2018
a;1.44113;1.17524;0.26589;1;1;1.5976;d;10/11/2018;D;0;1;0;1;West Ham;EPL;2018
h;1.57488;1.93448;-0.3596;3;1;1.011;w;04/12/2018;W;1;0;0;3;West Ham;EPL;2018
h;1.53635;0.934613;0.601737;3;2;1.8828;w;08/12/2018;W;1;0;0;3;West Ham;EPL;2018
a;0.75325;1.03424;-0.28099;2;0;1.0649;w;15/12/2018;W;1;0;0;3;West Ham;EPL;2018
h;2.06507;2.32983;-0.26476;0;2;1.1925;l;22/12/2018;L;0;0;1;0;West Ham;EPL;2018
a;1.26973;1.28665;-0.01692;2;1;1.246;w;27/12/2018;W;1;0;0;3;West Ham;EPL;2018
h;0.639356;0.686806;-0.04745;2;2;1.2452;d;02/01/2019;D;0;1;0;1;West Ham;EPL;2018
h;0.669394;0.685895;-0.016501;1;0;1.2899;w;12/01/2019;W;1;0;0;3;West Ham;EPL;2018
a;0.971813;1.24835;-0.276537;0;2;1.0749;l;19/01/2019;L;0;0;1;0;West Ham;EPL;2018
h;0.791319;1.12475;-0.333431;1;1;1.0346;d;04/02/2019;D;0;1;0;1;West Ham;EPL;2018
a;1.74711;2.68412;-0.93701;1;1;0.7645;d;09/02/2019;D;0;1;0;1;West Ham;EPL;2018
h;1.88895;1.18549;0.70346;2;0;1.9295;w;02/03/2019;W;1;0;0;3;West Ham;EPL;2018
h;1.88114;1.66909;0.21205;4;3;1.499;w;16/03/2019;W;1;0;0;3;West Ham;EPL;2018
h;1.36558;0.8065;0.55908;2;2;1.826;d;20/04/2019;D;0;1;0;1;West Ham;EPL;2018
a;0.991558;1.35378;-0.362222;1;0;1.0716;w;27/04/2019;W;1;0;0;3;West Ham;EPL;2018
a;1.80811;1.40321;0.4049;3;0;1.7058;w;27/08/2018;W;1;0;0;3;Tottenham;EPL;2018
a;0.582521;0.454309;0.128212;1;2;1.4467;l;02/09/2018;L;0;0;1;0;Tottenham;EPL;2018
a;1.11777;0.544268;0.573502;1;0;1.8754;w;20/10/2018;W;1;0;0;3;Tottenham;EPL;2018
a;1.63123;2.40643;-0.7752;3;2;0.7575;w;03/11/2018;W;1;0;0;3;Tottenham;EPL;2018
a;1.55381;0.688016;0.865794;1;0;2.1252;w;10/11/2018;W;1;0;0;3;Tottenham;EPL;2018
h;1.73642;1.82434;-0.08792;3;1;1.3086;w;05/12/2018;W;1;0;0;3;Tottenham;EPL;2018
a;0.917968;0.357742;0.560226;2;0;2.0194;w;08/12/2018;W;1;0;0;3;Tottenham;EPL;2018
h;0.277704;1.20867;-0.930966;1;3;0.4774;l;29/12/2018;L;0;0;1;0;Tottenham;EPL;2018
a;1.38282;1.0789;0.30392;3;0;1.5574;w;01/01/2019;W;1;0;0;3;Tottenham;EPL;2018
h;1.80359;0.957777;0.845813;0;1;1.9917;l;13/01/2019;L;0;0;1;0;Tottenham;EPL;2018
a;1.93316;0.937902;0.995258;2;1;2.1562;w;20/01/2019;W;1;0;0;3;Tottenham;EPL;2018
h;1.36248;0.479838;0.882642;2;1;2.2072;w;30/01/2019;W;1;0;0;3;Tottenham;EPL;2018
a;0.845211;1.08514;-0.239929;1;2;1.0784;l;23/02/2019;L;0;0;1;0;Tottenham;EPL;2018
a;0.722229;0.625978;0.096251;0;2;1.4719;l;27/02/2019;L;0;0;1;0;Tottenham;EPL;2018
a;1.26876;2.07772;-0.80896;1;2;0.7649;l;09/03/2019;L;0;0;1;0;Tottenham;EPL;2018
a;1.04822;1.0931;-0.04488;1;2;1.3321;l;31/03/2019;L;0;0;1;0;Tottenham;EPL;2018
a;1.19894;2.06185;-0.86291;0;1;0.7401;l;20/04/2019;L;0;0;1;0;Tottenham;EPL;2018
h;1.0032;0.143138;0.860062;1;0;2.1616;w;23/04/2019;W;1;0;0;3;Tottenham;EPL;2018
h;1.35378;0.991558;0.362222;0;1;1.6452;l;27/04/2019;L;0;0;1;0;Tottenham;EPL;2018
a;2.45798;1.71799;0.73999;2;3;1.9;l;18/08/2018;L;0;0;1;0;Arsenal;EPL;2018
h;1.7852;1.17924;0.60596;3;1;1.8239;w;25/08/2018;W;1;0;0;3;Arsenal;EPL;2018
a;1.41005;0.77426;0.63579;3;2;1.8763;w;02/09/2018;W;1;0;0;3;Arsenal;EPL;2018
a;0.90461;0.412121;0.492489;2;1;1.7786;w;15/09/2018;W;1;0;0;3;Arsenal;EPL;2018
h;0.930544;1.06523;-0.134686;2;0;1.1892;w;23/09/2018;W;1;0;0;3;Arsenal;EPL;2018
a;1.13706;1.31588;-0.17882;5;1;1.2163;w;07/10/2018;W;1;0;0;3;Arsenal;EPL;2018
h;1.62321;1.19558;0.42763;1;1;1.7341;d;03/11/2018;D;0;1;0;1;Arsenal;EPL;2018
h;0.965843;1.86549;-0.899647;1;1;0.6518;d;11/11/2018;D;0;1;0;1;Arsenal;EPL;2018
a;1.73226;1.33679;0.39547;2;2;1.6906;d;05/12/2018;D;0;1;0;1;Arsenal;EPL;2018
a;1.85763;1.21163;0.646;2;3;1.9065;l;16/12/2018;L;0;0;1;0;Arsenal;EPL;2018
h;1.4656;1.03237;0.43323;3;1;1.6921;w;22/12/2018;W;1;0;0;3;Arsenal;EPL;2018
a;0.789138;1.38502;-0.595882;1;1;0.74;d;26/12/2018;D;0;1;0;1;Arsenal;EPL;2018
a;0.685895;0.669394;0.016501;0;1;1.3109;l;12/01/2019;L;0;0;1;0;Arsenal;EPL;2018
a;1.46751;1.96816;-0.50065;2;1;0.9656;w;09/02/2019;W;1;0;0;3;Arsenal;EPL;2018
h;1.52723;2.3703;-0.84307;2;0;0.7271;w;10/03/2019;W;1;0;0;3;Arsenal;EPL;2018
a;0.939754;0.982018;-0.042264;1;3;1.3253;l;24/04/2019;L;0;0;1;0;Arsenal;EPL;2018
h;2.36178;1.90585;0.45593;1;1;1.6879;d;05/05/2019;D;0;1;0;1;Arsenal;EPL;2018
a;1.55405;1.15521;0.39884;0;0;1.7041;d;18/08/2018;D;0;1;0;1;Newcastle United;EPL;2018
h;0.412121;0.90461;-0.492489;1;2;0.8492;l;15/09/2018;L;0;0;1;0;Newcastle United;EPL;2018
a;0.229309;0.930793;-0.701484;0;0;0.6326;d;22/09/2018;D;0;1;0;1;Newcastle United;EPL;2018
h;0.397301;1.34341;-0.946109;0;2;0.4535;l;29/09/2018;L;0;0;1;0;Newcastle United;EPL;2018
a;1.55962;2.40631;-0.84669;2;3;0.8258;l;06/10/2018;L;0;0;1;0;Newcastle United;EPL;2018
a;0.297646;1.19216;-0.894514;0;0;0.5441;d;27/10/2018;D;0;1;0;1;Newcastle United;EPL;2018
h;2.57545;1.91687;0.65858;2;1;1.8606;w;10/11/2018;W;1;0;0;3;Newcastle United;EPL;2018
a;1.67701;1.49487;0.18214;2;1;1.5262;w;26/11/2018;W;1;0;0;3;Newcastle United;EPL;2018
a;1.52214;2.10943;-0.58729;1;1;0.9296;d;05/12/2018;D;0;1;0;1;Newcastle United;EPL;2018
a;0.931041;0.671382;0.259659;1;0;1.6237;w;15/12/2018;W;1;0;0;3;Newcastle United;EPL;2018
h;0.289508;0.245408;0.0441;0;0;1.2314;d;22/12/2018;D;0;1;0;1;Newcastle United;EPL;2018
a;0.661713;1.05566;-0.393947;1;1;0.9966;d;29/12/2018;D;0;1;0;1;Newcastle United;EPL;2018
a;0.395148;1.32355;-0.928402;1;2;0.5518;l;12/01/2019;L;0;0;1;0;Newcastle United;EPL;2018
h;0.992326;1.33896;-0.346634;2;1;1.0763;w;29/01/2019;W;1;0;0;3;Newcastle United;EPL;2018
h;1.70312;1.74201;-0.03889;2;0;1.297;w;26/02/2019;W;1;0;0;3;Newcastle United;EPL;2018
a;1.18549;1.88895;-0.70346;0;2;0.8321;l;02/03/2019;L;0;0;1;0;Newcastle United;EPL;2018
a;1.02847;1.61666;-0.58819;2;2;0.8091;d;16/03/2019;D;0;1;0;1;Newcastle United;EPL;2018
h;0.943175;0.907988;0.035187;0;1;1.2487;l;06/04/2019;L;0;0;1;0;Newcastle United;EPL;2018
a;0.945804;0.877377;0.068427;1;0;1.4051;w;12/04/2019;W;1;0;0;3;Newcastle United;EPL;2018
h;1.23033;1.27102;-0.04069;3;1;1.3429;w;20/04/2019;W;1;0;0;3;Newcastle United;EPL;2018
a;0.43797;1.20482;-0.76685;1;1;0.6135;d;27/04/2019;D;0;1;0;1;Newcastle United;EPL;2018
h;1.29707;1.48081;-0.18374;2;3;1.2226;l;04/05/2019;L;0;0;1;0;Newcastle United;EPL;2018
a;1.22722;0.981217;0.246003;2;1;1.5621;w;01/09/2018;W;1;0;0;3;Liverpool;EPL;2018
a;1.74071;1.77638;-0.03567;1;1;1.3651;d;29/09/2018;D;0;1;0;1;Liverpool;EPL;2018
h;0.433994;1.07481;-0.640816;0;0;0.6135;d;07/10/2018;D;0;1;0;1;Liverpool;EPL;2018
a;0.663819;0.638341;0.025478;1;0;1.34;w;20/10/2018;W;1;0;0;3;Liverpool;EPL;2018
a;1.19558;1.62321;-0.42763;1;1;1.0036;d;03/11/2018;D;0;1;0;1;Liverpool;EPL;2018
a;1.45314;0.673382;0.779758;3;0;2.0938;w;24/11/2018;W;1;0;0;3;Liverpool;EPL;2018
a;1.3801;1.00357;0.37653;1;2;1.6707;l;03/01/2019;L;0;0;1;0;Liverpool;EPL;2018
h;0.576336;1.1272;-0.550864;1;1;0.7788;d;30/01/2019;D;0;1;0;1;Liverpool;EPL;2018
a;1.12475;0.791319;0.333431;1;1;1.6442;d;04/02/2019;D;0;1;0;1;Liverpool;EPL;2018
a;0.380519;0.474869;-0.09435;0;0;1.1574;d;24/02/2019;D;0;1;0;1;Liverpool;EPL;2018
a;0.811272;0.241879;0.569393;0;0;1.9415;d;03/03/2019;D;0;1;0;1;Liverpool;EPL;2018
h;1.0931;1.04822;0.04488;2;1;1.3465;w;31/03/2019;W;1;0;0;3;Liverpool;EPL;2018
h;1.30839;0.873177;0.435213;2;0;1.7106;w;14/04/2019;W;1;0;0;3;Liverpool;EPL;2018
a;1.48081;1.29707;0.18374;3;2;1.483;w;04/05/2019;W;1;0;0;3;Liverpool;EPL;2018
h;1.70197;0.883861;0.818109;2;0;2.0131;w;12/05/2019;W;1;0;0;3;Liverpool;EPL;2018
a;1.84293;1.26376;0.57917;1;1;1.8124;d;25/08/2018;D;0;1;0;1;Manchester City;EPL;2018
a;1.07481;0.433994;0.640816;0;0;2.0808;d;07/10/2018;D;0;1;0;1;Manchester City;EPL;2018
h;2.76272;1.81466;0.94806;6;1;2.0159;w;04/11/2018;W;1;0;0;3;Manchester City;EPL;2018
a;2.51933;1.672;0.84733;2;1;1.9796;w;04/12/2018;W;1;0;0;3;Manchester City;EPL;2018
a;0.740048;0.526329;0.213719;0;2;1.5059;l;08/12/2018;L;0;0;1;0;Manchester City;EPL;2018
h;1.79848;1.6235;0.17498;3;1;1.5052;w;15/12/2018;W;1;0;0;3;Manchester City;EPL;2018
h;1.27118;1.14609;0.12509;2;3;1.3794;l;22/12/2018;L;0;0;1;0;Manchester City;EPL;2018
a;1.34781;1.55714;-0.20933;1;2;1.2127;l;26/12/2018;L;0;0;1;0;Manchester City;EPL;2018
h;1.00357;1.3801;-0.37653;2;1;1.0365;w;03/01/2019;W;1;0;0;3;Manchester City;EPL;2018
a;1.33896;0.992326;0.346634;1;2;1.5899;l;29/01/2019;L;0;0;1;0;Manchester City;EPL;2018
h;2.06185;1.19894;0.86291;1;0;2.0253;w;20/04/2019;W;1;0;0;3;Manchester City;EPL;2018
a;0.530481;0.514509;0.015972;2;0;1.3002;w;24/04/2019;W;1;0;0;3;Manchester City;EPL;2018
h;1.08617;0.537307;0.548863;1;0;1.8339;w;06/05/2019;W;1;0;0;3;Manchester City;EPL;2018
h;1.5137;1.73813;-0.22443;2;1;1.1711;w;10/08/2018;W;1;0;0;3;Manchester United;EPL;2018
a;1.56579;1.63672;-0.07093;2;3;1.244;l;19/08/2018;L;0;0;1;0;Manchester United;EPL;2018
h;1.40321;1.80811;-0.4049;0;3;1.0506;l;27/08/2018;L;0;0;1;0;Manchester United;EPL;2018
a;1.64902;1.17523;0.47379;2;1;1.7992;w;15/09/2018;W;1;0;0;3;Manchester United;EPL;2018
h;0.62283;1.1185;-0.49567;1;1;0.8489;d;22/09/2018;D;0;1;0;1;Manchester United;EPL;2018
a;0.865739;1.3029;-0.437161;1;3;0.9135;l;29/09/2018;L;0;0;1;0;Manchester United;EPL;2018
h;2.40631;1.55962;0.84669;3;2;1.9688;w;06/10/2018;W;1;0;0;3;Manchester United;EPL;2018
h;2.51393;1.67348;0.84045;2;1;2.0317;w;28/10/2018;W;1;0;0;3;Manchester United;EPL;2018
h;1.34245;1.05292;0.28953;0;0;1.5976;d;24/11/2018;D;0;1;0;1;Manchester United;EPL;2018
a;0.904803;0.623954;0.280849;2;2;1.5922;d;01/12/2018;D;0;1;0;1;Manchester United;EPL;2018
h;1.33679;1.73226;-0.39547;2;2;1.0186;d;05/12/2018;D;0;1;0;1;Manchester United;EPL;2018
h;1.79848;1.40594;0.39254;3;1;1.6607;w;26/12/2018;W;1;0;0;3;Manchester United;EPL;2018
a;0.957777;1.80359;-0.845813;1;0;0.7767;w;13/01/2019;W;1;0;0;3;Manchester United;EPL;2018
a;1.49717;1.40067;0.0965;1;0;1.4361;w;03/02/2019;W;1;0;0;3;Manchester United;EPL;2018
a;2.13209;2.18741;-0.05532;3;0;1.3183;w;09/02/2019;W;1;0;0;3;Manchester United;EPL;2018
h;0.474869;0.380519;0.09435;0;0;1.341;d;24/02/2019;D;0;1;0;1;Manchester United;EPL;2018
a;1.54089;1.69334;-0.15245;3;1;1.2363;w;27/02/2019;W;1;0;0;3;Manchester United;EPL;2018
a;2.3703;1.52723;0.84307;0;2;2.0459;l;10/03/2019;L;0;0;1;0;Manchester United;EPL;2018
h;1.98052;1.35208;0.62844;2;1;1.9448;w;30/03/2019;W;1;0;0;3;Manchester United;EPL;2018
a;2.03847;1.65044;0.38803;1;2;1.6709;l;02/04/2019;L;0;0;1;0;Manchester United;EPL;2018
h;0.514509;0.530481;-0.015972;0;2;1.2447;l;24/04/2019;L;0;0;1;0;Manchester United;EPL;2018
h;1.12483;1.6298;-0.50497;1;1;0.9574;d;28/04/2019;D;0;1;0;1;Manchester United;EPL;2018
h;1.89555;1.71095;0.1846;0;2;1.4733;l;12/05/2019;L;0;0;1;0;Manchester United;EPL;2018
h;1.42372;0.45504;0.96868;2;0;2.1888;w;11/08/2018;W;1;0;0;3;Watford;EPL;2018
h;1.14596;1.21905;-0.07309;2;1;1.277;w;26/08/2018;W;1;0;0;3;Watford;EPL;2018
h;0.454309;0.582521;-0.128212;2;1;1.1059;w;02/09/2018;W;1;0;0;3;Watford;EPL;2018
h;1.17523;1.64902;-0.47379;1;2;0.9274;l;15/09/2018;L;0;0;1;0;Watford;EPL;2018
a;1.76133;1.77245;-0.01112;1;1;1.3558;d;22/09/2018;D;0;1;0;1;Watford;EPL;2018
a;1.0684;0.47391;0.59449;2;0;1.915;w;20/10/2018;W;1;0;0;3;Watford;EPL;2018
a;1.07573;1.20211;-0.12638;1;1;1.2396;d;10/11/2018;D;0;1;0;1;Watford;EPL;2018
h;0.673382;1.45314;-0.779758;0;3;0.6271;l;24/11/2018;L;0;0;1;0;Watford;EPL;2018
a;1.19923;1.41758;-0.21835;0;2;1.1107;l;01/12/2018;L;0;0;1;0;Watford;EPL;2018
h;1.672;2.51933;-0.84733;1;2;0.7946;l;04/12/2018;L;0;0;1;0;Watford;EPL;2018
a;1.63043;1.72686;-0.09643;2;2;1.2819;d;10/12/2018;D;0;1;0;1;Watford;EPL;2018
a;2.32983;2.06507;0.26476;2;0;1.5681;w;22/12/2018;W;1;0;0;3;Watford;EPL;2018
h;1.24414;2.1956;-0.95146;1;2;0.6467;l;26/12/2018;L;0;0;1;0;Watford;EPL;2018
h;1.05566;0.661713;0.393947;1;1;1.6473;d;29/12/2018;D;0;1;0;1;Watford;EPL;2018
a;1.56262;1.1617;0.40092;2;1;1.6824;w;12/01/2019;W;1;0;0;3;Watford;EPL;2018
h;1.06981;1.97256;-0.90275;0;0;0.7061;d;19/01/2019;D;0;1;0;1;Watford;EPL;2018
a;0.479838;1.36248;-0.882642;1;2;0.5383;l;30/01/2019;L;0;0;1;0;Watford;EPL;2018
h;1.53311;0.641094;0.892016;1;0;2.2198;w;09/02/2019;W;1;0;0;3;Watford;EPL;2018
a;2.75798;1.90045;0.85753;5;1;2.0349;w;22/02/2019;W;1;0;0;3;Watford;EPL;2018
h;1.36515;0.794683;0.570467;2;1;1.9041;w;03/03/2019;W;1;0;0;3;Watford;EPL;2018
a;1.35208;1.98052;-0.62844;1;2;0.7919;l;30/03/2019;L;0;0;1;0;Watford;EPL;2018
h;1.59338;1.90917;-0.31579;4;1;1.1355;w;02/04/2019;W;1;0;0;3;Watford;EPL;2018
a;1.08462;1.09072;-0.0061;2;1;1.3157;w;20/04/2019;W;1;0;0;3;Watford;EPL;2018
h;1.27253;2.11999;-0.84746;1;1;0.7554;d;23/04/2019;D;0;1;0;1;Watford;EPL;2018
a;1.40827;1.01994;0.38833;0;0;1.676;d;12/08/2018;D;0;1;0;1;Burnley;EPL;2018
a;1.56882;1.92459;-0.35577;2;4;1.1357;l;25/08/2018;L;0;0;1;0;Burnley;EPL;2018
h;0.353128;1.02549;-0.672362;1;1;0.6769;d;06/10/2018;D;0;1;0;1;Burnley;EPL;2018
h;1.49487;1.67701;-0.18214;1;2;1.1776;l;26/11/2018;L;0;0;1;0;Burnley;EPL;2018
h;1.81251;0.951507;0.861003;1;0;2.0648;w;08/12/2018;W;1;0;0;3;Burnley;EPL;2018
a;1.03237;1.4656;-0.43323;1;3;1.0021;l;22/12/2018;L;0;0;1;0;Burnley;EPL;2018
h;1.88646;1.8875;-0.00104;1;5;1.3697;l;26/12/2018;L;0;0;1;0;Burnley;EPL;2018
h;0.809801;0.903255;-0.093454;2;1;1.2384;w;12/01/2019;W;1;0;0;3;Burnley;EPL;2018
a;1.97256;1.06981;0.90275;0;0;2.0621;d;19/01/2019;D;0;1;0;1;Burnley;EPL;2018
a;1.83041;1.31614;0.51427;3;1;1.798;w;09/02/2019;W;1;0;0;3;Burnley;EPL;2018
h;1.08514;0.845211;0.239929;2;1;1.5812;w;23/02/2019;W;1;0;0;3;Burnley;EPL;2018
a;1.74201;1.70312;0.03889;0;2;1.4191;l;26/02/2019;L;0;0;1;0;Burnley;EPL;2018
h;1.17008;0.608954;0.561126;1;2;1.8519;l;16/03/2019;L;0;0;1;0;Burnley;EPL;2018
h;0.572695;0.397928;0.174767;2;0;1.4915;w;30/03/2019;W;1;0;0;3;Burnley;EPL;2018
a;1.38919;1.20888;0.18031;3;1;1.5211;w;06/04/2019;W;1;0;0;3;Burnley;EPL;2018
a;0.788788;1.28197;-0.493182;2;2;0.9437;d;22/04/2019;D;0;1;0;1;Burnley;EPL;2018
h;0.203453;1.06351;-0.860057;0;0;0.5018;d;25/08/2018;D;0;1;0;1;Huddersfield;EPL;2018
a;0.660035;0.616013;0.044022;1;1;1.3716;d;01/09/2018;D;0;1;0;1;Huddersfield;EPL;2018
h;0.87744;0.746631;0.130809;0;1;1.4472;l;15/09/2018;L;0;0;1;0;Huddersfield;EPL;2018
a;1.02549;0.353128;0.672362;1;1;1.9813;d;06/10/2018;D;0;1;0;1;Huddersfield;EPL;2018
h;0.638341;0.663819;-0.025478;0;1;1.259;l;20/10/2018;L;0;0;1;0;Huddersfield;EPL;2018
h;0.51433;0.354166;0.160164;1;0;1.438;w;05/11/2018;W;1;0;0;3;Huddersfield;EPL;2018
h;1.17524;1.44113;-0.26589;1;1;1.1023;d;10/11/2018;D;0;1;0;1;Huddersfield;EPL;2018
a;0.627281;0.701036;-0.073755;2;0;1.2535;w;25/11/2018;W;1;0;0;3;Huddersfield;EPL;2018
a;1.5631;1.07393;0.48917;1;2;1.7043;l;04/12/2018;L;0;0;1;0;Huddersfield;EPL;2018
h;0.671382;0.931041;-0.259659;0;1;1.0309;l;15/12/2018;L;0;0;1;0;Huddersfield;EPL;2018
a;1.40594;1.79848;-0.39254;1;3;1.0529;l;26/12/2018;L;0;0;1;0;Huddersfield;EPL;2018
a;0.39468;0.124558;0.270122;0;0;1.5311;d;12/01/2019;D;0;1;0;1;Huddersfield;EPL;2018
h;0.73078;1.05995;-0.32917;0;1;0.9824;l;29/01/2019;L;0;0;1;0;Huddersfield;EPL;2018
h;1.96816;1.46751;0.50065;1;2;1.7684;l;09/02/2019;L;0;0;1;0;Huddersfield;EPL;2018
h;1.46224;0.573166;0.889074;1;0;2.1838;w;26/02/2019;W;1;0;0;3;Huddersfield;EPL;2018
a;1.66909;1.88114;-0.21205;3;4;1.2224;l;16/03/2019;L;0;0;1;0;Huddersfield;EPL;2018
h;1.09072;1.08462;0.0061;1;2;1.3691;l;20/04/2019;L;0;0;1;0;Huddersfield;EPL;2018
a;0.857152;0.941018;-0.083866;1;1;1.2379;d;12/05/2019;D;0;1;0;1;Huddersfield;EPL;2018
a;0.45504;1.42372;-0.96868;0;2;0.5538;l;11/08/2018;L;0;0;1;0;Brighton;EPL;2018
h;1.63672;1.56579;0.07093;3;2;1.4087;w;19/08/2018;W;1;0;0;3;Brighton;EPL;2018
a;1.97094;2.19521;-0.22427;2;2;1.159;d;17/09/2018;D;0;1;0;1;Brighton;EPL;2018
h;1.02566;1.43652;-0.41086;1;0;1.0285;w;05/10/2018;W;1;0;0;3;Brighton;EPL;2018
h;1.01337;1.38027;-0.3669;1;0;1.0776;w;27/10/2018;W;1;0;0;3;Brighton;EPL;2018
h;0.862315;1.12521;-0.262895;1;1;1.0343;d;24/11/2018;D;0;1;0;1;Brighton;EPL;2018
h;1.2521;1.5329;-0.2808;3;1;1.095;w;04/12/2018;W;1;0;0;3;Brighton;EPL;2018
a;0.951507;1.81251;-0.861003;0;1;0.6956;l;08/12/2018;L;0;0;1;0;Brighton;EPL;2018
a;0.825478;0.892502;-0.067024;0;2;1.2698;l;22/12/2018;L;0;0;1;0;Brighton;EPL;2018
h;1.38502;0.789138;0.595882;1;1;1.946;d;26/12/2018;D;0;1;0;1;Brighton;EPL;2018
h;1.60311;0.655851;0.947259;1;0;2.181;w;29/12/2018;W;1;0;0;3;Brighton;EPL;2018
a;0.686806;0.639356;0.04745;2;2;1.3568;d;02/01/2019;D;0;1;0;1;Brighton;EPL;2018
h;1.31614;1.83041;-0.51427;1;3;0.9421;l;09/02/2019;L;0;0;1;0;Brighton;EPL;2018
a;1.20566;1.92171;-0.71605;1;2;0.8561;l;26/02/2019;L;0;0;1;0;Brighton;EPL;2018
h;0.560521;0.857436;-0.296915;0;1;0.9908;l;30/03/2019;L;0;0;1;0;Brighton;EPL;2018
h;0.588539;0.819472;-0.230933;0;2;1.0643;l;16/04/2019;L;0;0;1;0;Brighton;EPL;2018
a;0.143138;1.0032;-0.860062;0;1;0.4918;l;23/04/2019;L;0;0;1;0;Brighton;EPL;2018
h;1.20482;0.43797;0.76685;1;1;2.106;d;27/04/2019;D;0;1;0;1;Brighton;EPL;2018
a;1.90585;2.36178;-0.45593;1;1;1.0525;d;05/05/2019;D;0;1;0;1;Brighton;EPL;2018
h;1.15521;1.55405;-0.39884;0;0;1.0033;d;18/08/2018;D;0;1;0;1;Cardiff;EPL;2018
a;1.06351;0.203453;0.860057;0;0;2.1797;d;25/08/2018;D;0;1;0;1;Cardiff;EPL;2018
h;0.77426;1.41005;-0.63579;2;3;0.8539;l;02/09/2018;L;0;0;1;0;Cardiff;EPL;2018
h;1.7562;0.947712;0.808488;4;2;1.9465;w;20/10/2018;W;1;0;0;3;Cardiff;EPL;2018
h;1.09264;0.987623;0.105017;2;1;1.441;w;30/11/2018;W;1;0;0;3;Cardiff;EPL;2018
a;1.93448;1.57488;0.3596;1;3;1.728;l;04/12/2018;L;0;0;1;0;Cardiff;EPL;2018
h;1.0789;1.38282;-0.30392;0;3;1.0897;l;01/01/2019;L;0;0;1;0;Cardiff;EPL;2018
h;0.124558;0.39468;-0.270122;0;0;0.8543;d;12/01/2019;D;0;1;0;1;Cardiff;EPL;2018
a;0.980673;1.70666;-0.725987;2;1;0.6412;w;09/02/2019;W;1;0;0;3;Cardiff;EPL;2018
h;1.90045;2.75798;-0.85753;1;5;0.7326;l;22/02/2019;L;0;0;1;0;Cardiff;EPL;2018
h;0.219359;1.14212;-0.922761;0;3;0.4783;l;26/02/2019;L;0;0;1;0;Cardiff;EPL;2018
a;0.819472;0.588539;0.230933;2;0;1.5575;w;16/04/2019;W;1;0;0;3;Cardiff;EPL;2018
a;1.11322;0.519072;0.594148;0;1;1.8937;l;27/04/2019;L;0;0;1;0;Cardiff;EPL;2018
h;1.4996;1.80991;-0.31031;2;3;1.1833;l;04/05/2019;L;0;0;1;0;Cardiff;EPL;2018
a;1.71095;1.89555;-0.1846;2;0;1.2678;w;12/05/2019;W;1;0;0;3;Cardiff;EPL;2018
h;0.638076;1.07816;-0.440084;0;2;0.9254;l;11/08/2018;L;0;0;1;0;Fulham;EPL;2018
h;1.92459;1.56882;0.35577;4;2;1.6022;w;25/08/2018;W;1;0;0;3;Fulham;EPL;2018
h;1.77245;1.76133;0.01112;1;1;1.387;d;22/09/2018;D;0;1;0;1;Fulham;EPL;2018
h;1.31588;1.13706;0.17882;1;5;1.4962;l;07/10/2018;L;0;0;1;0;Fulham;EPL;2018
a;0.947712;1.7562;-0.808488;2;4;0.8002;l;20/10/2018;L;0;0;1;0;Fulham;EPL;2018
