h_a;xG;xGA;Dif;scored;missed;xpts;result;date;result;wins;draws;loses;pts;team_name;league_name;year
a;1.22488;1.35453;-0.12965;1;1;1.2397;d;27/04/2019;D;0;1;0;1;Alaves;La_liga;2018
h;0.684194;0.746692;-0.062498;0;1;1.2143;l;04/05/2019;L;0;0;1;0;Alaves;La_liga;2018
a;0.716334;1.67697;-0.960636;1;3;0.5956;l;12/05/2019;L;0;0;1;0;Alaves;La_liga;2018
h;1.07769;1.04889;0.0288;2;1;1.3542;w;18/05/2019;W;1;0;0;3;Alaves;La_liga;2018
h;1.67636;1.69572;-0.01936;2;2;1.2839;d;24/08/2018;D;0;1;0;1;Leganes;La_liga;2018
h;1.22184;0.533854;0.687986;0;1;2.0628;l;16/09/2018;L;0;0;1;0;Leganes;La_liga;2018
h;1.17874;0.40097;0.77777;2;1;2.0958;w;26/09/2018;W;1;0;0;3;Leganes;La_liga;2018
h;1.18789;0.408158;0.779732;1;0;2.0535;w;06/10/2018;W;1;0;0;3;Leganes;La_liga;2018
a;0.973224;1.18124;-0.208016;1;1;1.1864;d;20/10/2018;D;0;1;0;1;Leganes;La_liga;2018
a;1.46459;1.15766;0.30693;0;2;1.6411;l;27/10/2018;L;0;0;1;0;Leganes;La_liga;2018
h;1.35197;0.406811;0.945159;1;1;2.4224;d;03/11/2018;D;0;1;0;1;Leganes;La_liga;2018
a;1.39653;0.49139;0.90514;0;0;2.1754;d;10/11/2018;D;0;1;0;1;Leganes;La_liga;2018
h;0.92467;0.394518;0.530152;1;0;1.8569;w;23/11/2018;W;1;0;0;3;Leganes;La_liga;2018
a;1.6677;1.85147;-0.18377;4;2;1.2138;w;01/12/2018;W;1;0;0;3;Leganes;La_liga;2018
h;1.49188;1.10842;0.38346;1;1;1.643;d;07/12/2018;D;0;1;0;1;Leganes;La_liga;2018
a;0.978595;1.24233;-0.263735;0;0;1.1055;d;14/12/2018;D;0;1;0;1;Leganes;La_liga;2018
h;1.13295;0.697523;0.435427;1;1;1.7446;d;23/12/2018;D;0;1;0;1;Leganes;La_liga;2018
h;0.422612;0.491102;-0.06849;2;2;1.1308;d;26/01/2019;D;0;1;0;1;Leganes;La_liga;2018
a;0.86924;1.86904;-0.9998;2;1;0.6057;w;04/02/2019;W;1;0;0;3;Leganes;La_liga;2018
a;1.05178;1.87893;-0.82715;0;3;0.7491;l;16/02/2019;L;0;0;1;0;Leganes;La_liga;2018
h;1.51123;0.676896;0.834334;1;1;2.1455;d;24/02/2019;D;0;1;0;1;Leganes;La_liga;2018
h;2.26472;1.74561;0.51911;1;0;1.7338;w;04/03/2019;W;1;0;0;3;Leganes;La_liga;2018
a;1.28305;0.793024;0.490026;2;0;1.8004;w;30/03/2019;W;1;0;0;3;Leganes;La_liga;2018
h;1.85079;0.902127;0.948663;1;0;2.1072;w;04/04/2019;W;1;0;0;3;Leganes;La_liga;2018
a;0.829461;0.908638;-0.079177;1;1;1.1489;d;07/04/2019;D;0;1;0;1;Leganes;La_liga;2018
h;0.651235;1.20942;-0.558185;1;1;0.8567;d;15/04/2019;D;0;1;0;1;Leganes;La_liga;2018
a;1.0992;0.928267;0.170933;1;2;1.5282;l;21/04/2019;L;0;0;1;0;Leganes;La_liga;2018
h;0.517853;0.160435;0.357418;0;1;1.632;l;24/04/2019;L;0;0;1;0;Leganes;La_liga;2018
h;0.387737;0.284391;0.103346;0;0;1.3487;d;27/04/2019;D;0;1;0;1;Leganes;La_liga;2018
a;1.28827;0.298434;0.989836;3;0;2.295;w;03/05/2019;W;1;0;0;3;Leganes;La_liga;2018
a;0.916693;1.30468;-0.387987;1;2;1.0335;l;18/05/2019;L;0;0;1;0;Leganes;La_liga;2018
h;0.626716;0.030934;0.595782;0;0;1.9271;d;17/08/2018;D;0;1;0;1;Girona;La_liga;2018
a;0.832999;1.13128;-0.298281;1;0;1.0828;w;31/08/2018;W;1;0;0;3;Girona;La_liga;2018
h;1.72168;0.901248;0.820432;3;2;2.0968;w;17/09/2018;W;1;0;0;3;Girona;La_liga;2018
a;1.54969;1.67678;-0.12709;2;2;1.2947;d;23/09/2018;D;0;1;0;1;Girona;La_liga;2018
h;0.830935;1.56038;-0.729445;0;1;0.7488;l;27/09/2018;L;0;0;1;0;Girona;La_liga;2018
a;1.80702;1.6139;0.19312;1;1;1.5303;d;30/09/2018;D;0;1;0;1;Girona;La_liga;2018
h;1.31255;2.11152;-0.79897;2;3;0.7561;l;06/10/2018;L;0;0;1;0;Girona;La_liga;2018
a;0.53783;0.57678;-0.03895;0;0;1.2379;d;22/10/2018;D;0;1;0;1;Girona;La_liga;2018
h;2.73207;1.74235;0.98972;2;1;2.141;w;27/10/2018;W;1;0;0;3;Girona;La_liga;2018
h;0.49139;1.39653;-0.90514;0;0;0.5575;d;10/11/2018;D;0;1;0;1;Girona;La_liga;2018
a;2.56699;2.63865;-0.07166;3;1;1.3403;w;25/11/2018;W;1;0;0;3;Girona;La_liga;2018
h;1.20781;1.60399;-0.39618;1;1;1.0122;d;02/12/2018;D;0;1;0;1;Girona;La_liga;2018
h;1.20739;0.581831;0.625559;1;1;1.9416;d;21/12/2018;D;0;1;0;1;Girona;La_liga;2018
a;1.03454;1.86969;-0.83515;2;2;0.7607;d;04/01/2019;D;0;1;0;1;Girona;La_liga;2018
h;0.538744;1.04715;-0.508406;1;1;0.8444;d;12/01/2019;D;0;1;0;1;Girona;La_liga;2018
a;0.918079;1.41803;-0.499951;2;3;0.8843;l;20/01/2019;L;0;0;1;0;Girona;La_liga;2018
h;1.37725;0.683864;0.693386;0;2;1.9942;l;09/02/2019;L;0;0;1;0;Girona;La_liga;2018
h;1.09767;0.422429;0.675241;0;0;2.0059;d;25/02/2019;D;0;1;0;1;Girona;La_liga;2018
h;0.243937;1.06184;-0.817903;1;2;0.5232;l;29/03/2019;L;0;0;1;0;Girona;La_liga;2018
h;1.3644;0.408067;0.956333;1;2;2.2876;l;06/04/2019;L;0;0;1;0;Girona;La_liga;2018
h;0.964694;1.39136;-0.426666;0;1;1.0281;l;14/04/2019;L;0;0;1;0;Girona;La_liga;2018
a;0.313348;0.939017;-0.625669;0;1;0.6968;l;23/04/2019;L;0;0;1;0;Girona;La_liga;2018
h;1.02214;1.06533;-0.04319;1;0;1.2551;w;28/04/2019;W;1;0;0;3;Girona;La_liga;2018
h;1.42265;0.563093;0.859557;1;2;2.1515;l;12/05/2019;L;0;0;1;0;Girona;La_liga;2018
a;1.04889;1.07769;-0.0288;1;2;1.3482;l;18/05/2019;L;0;0;1;0;Girona;La_liga;2018
a;0.030934;0.626716;-0.595782;0;0;0.5582;d;17/08/2018;D;0;1;0;1;Real Valladolid;La_liga;2018
h;0.510742;1.20392;-0.693178;0;1;0.707;l;25/08/2018;L;0;0;1;0;Real Valladolid;La_liga;2018
a;1.09505;1.0807;0.01435;0;0;1.3508;d;31/08/2018;D;0;1;0;1;Real Valladolid;La_liga;2018
h;1.10397;0.848478;0.255492;0;1;1.5283;l;16/09/2018;L;0;0;1;0;Real Valladolid;La_liga;2018
a;2.16098;2.13067;0.03031;3;3;1.4016;d;22/09/2018;D;0;1;0;1;Real Valladolid;La_liga;2018
h;1.25362;1.09992;0.1537;2;1;1.4475;w;27/09/2018;W;1;0;0;3;Real Valladolid;La_liga;2018
h;0.927264;0.800191;0.127073;1;0;1.447;w;07/10/2018;W;1;0;0;3;Real Valladolid;La_liga;2018
a;0.501587;0.820674;-0.319087;1;0;1.0133;w;21/10/2018;W;1;0;0;3;Real Valladolid;La_liga;2018
h;1.2412;0.508367;0.732833;1;1;1.9857;d;26/10/2018;D;0;1;0;1;Real Valladolid;La_liga;2018
a;1.1095;1.93382;-0.82432;0;2;0.7335;l;03/11/2018;L;0;0;1;0;Real Valladolid;La_liga;2018
h;0.407826;1.21893;-0.811104;0;0;0.6228;d;10/11/2018;D;0;1;0;1;Real Valladolid;La_liga;2018
a;0.53321;1.40358;-0.87037;0;1;0.6154;l;25/11/2018;L;0;0;1;0;Real Valladolid;La_liga;2018
h;1.85147;1.6677;0.18377;2;4;1.4958;l;01/12/2018;L;0;0;1;0;Real Valladolid;La_liga;2018
a;1.31256;1.7451;-0.43254;2;1;1.0442;w;09/12/2018;W;1;0;0;3;Real Valladolid;La_liga;2018
a;0.59208;1.14498;-0.5529;1;1;0.7059;d;22/12/2018;D;0;1;0;1;Real Valladolid;La_liga;2018
h;1.7931;1.02768;0.76542;0;1;2.0192;l;05/01/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
a;1.49778;1.42912;0.06866;0;2;1.4327;l;20/01/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
h;0.504205;1.32176;-0.817555;0;0;0.6264;d;08/02/2019;D;0;1;0;1;Real Valladolid;La_liga;2018
h;0.586609;0.826265;-0.239656;0;2;1.0173;l;24/02/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
h;2.02975;2.61033;-0.58058;1;4;0.9535;l;10/03/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
a;2.20799;1.64354;0.56445;2;1;1.8116;w;17/03/2019;W;1;0;0;3;Real Valladolid;La_liga;2018
a;0.902127;1.85079;-0.948663;0;1;0.6453;l;04/04/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
h;1.33089;2.24314;-0.91225;0;2;0.6695;l;07/04/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
h;1.39618;1.36776;0.02842;2;2;1.3487;d;14/04/2019;D;0;1;0;1;Real Valladolid;La_liga;2018
h;0.939017;0.313348;0.625669;1;0;1.9406;w;23/04/2019;W;1;0;0;3;Real Valladolid;La_liga;2018
a;0.584597;0.510006;0.074591;0;1;1.3369;l;27/04/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
h;1.16372;1.34312;-0.1794;1;0;1.1942;w;05/05/2019;W;1;0;0;3;Real Valladolid;La_liga;2018
a;1.48157;1.86651;-0.38494;2;1;1.0398;w;12/05/2019;W;1;0;0;3;Real Valladolid;La_liga;2018
h;0.755975;1.58197;-0.825995;0;2;0.662;l;18/05/2019;L;0;0;1;0;Real Valladolid;La_liga;2018
a;1.51617;1.49776;0.01841;2;1;1.4122;w;19/08/2018;W;1;0;0;3;SD Huesca;La_liga;2018
a;0.217866;0.852349;-0.634483;2;2;0.6564;d;27/08/2018;D;0;1;0;1;SD Huesca;La_liga;2018
h;1.66772;1.20514;0.46258;0;1;1.7537;l;14/09/2018;L;0;0;1;0;SD Huesca;La_liga;2018
h;0.565773;0.200875;0.364898;0;1;1.6533;l;21/09/2018;L;0;0;1;0;SD Huesca;La_liga;2018
a;0.500396;1.1563;-0.655904;0;3;0.7373;l;25/09/2018;L;0;0;1;0;SD Huesca;La_liga;2018
h;1.6139;1.80702;-0.19312;1;1;1.1829;d;30/09/2018;D;0;1;0;1;SD Huesca;La_liga;2018
a;0.800191;0.927264;-0.127073;0;1;1.192;l;07/10/2018;L;0;0;1;0;SD Huesca;La_liga;2018
a;1.01306;1.88431;-0.87125;1;2;0.6885;l;28/10/2018;L;0;0;1;0;SD Huesca;La_liga;2018
h;1.31412;0.470822;0.843298;1;1;2.061;d;04/11/2018;D;0;1;0;1;SD Huesca;La_liga;2018
a;0.980901;1.44304;-0.462139;1;2;0.9768;l;11/11/2018;L;0;0;1;0;SD Huesca;La_liga;2018
h;1.04156;0.460413;0.581147;0;1;1.9356;l;09/12/2018;L;0;0;1;0;SD Huesca;La_liga;2018
h;1.33807;1.03632;0.30175;2;1;1.6346;w;05/01/2019;W;1;0;0;3;SD Huesca;La_liga;2018
a;0.549205;0.307366;0.241839;0;0;1.5504;d;27/01/2019;D;0;1;0;1;SD Huesca;La_liga;2018
a;0.683864;1.37725;-0.693386;2;0;0.7069;w;09/02/2019;W;1;0;0;3;SD Huesca;La_liga;2018
h;1.16274;1.36952;-0.20678;0;1;1.1448;l;18/02/2019;L;0;0;1;0;SD Huesca;La_liga;2018
a;0.983427;1.02096;-0.037533;1;1;1.3084;d;22/02/2019;D;0;1;0;1;SD Huesca;La_liga;2018
a;0.930257;1.32144;-0.391183;1;2;0.9543;l;09/03/2019;L;0;0;1;0;SD Huesca;La_liga;2018
h;1.89009;2.16298;-0.27289;1;3;1.1469;l;16/03/2019;L;0;0;1;0;SD Huesca;La_liga;2018
a;1.76678;2.60648;-0.8397;2;2;0.7737;d;07/04/2019;D;0;1;0;1;SD Huesca;La_liga;2018
h;0.21138;0.962057;-0.750677;0;0;0.5562;d;13/04/2019;D;0;1;0;1;SD Huesca;La_liga;2018
a;1.04463;1.31996;-0.27533;0;0;1.1113;d;20/04/2019;D;0;1;0;1;SD Huesca;La_liga;2018
h;1.19385;0.651098;0.542752;2;0;1.8458;w;23/04/2019;W;1;0;0;3;SD Huesca;La_liga;2018
a;1.33098;1.15808;0.1729;1;1;1.5257;d;28/04/2019;D;0;1;0;1;SD Huesca;La_liga;2018
h;2.41782;2.60868;-0.19086;2;6;1.2013;l;05/05/2019;L;0;0;1;0;SD Huesca;La_liga;2018
a;1.51781;2.00914;-0.49133;1;2;0.9756;l;12/05/2019;L;0;0;1;0;SD Huesca;La_liga;2018
h;1.30468;0.916693;0.387987;2;1;1.6737;w;18/05/2019;W;1;0;0;3;SD Huesca;La_liga;2018
a;0.715382;0.891038;-0.175656;2;2;1.1704;d;11/08/2018;D;0;1;0;1;Everton;EPL;2018
h;2.02004;1.77471;0.24533;2;1;1.564;w;18/08/2018;W;1;0;0;3;Everton;EPL;2018
h;0.616013;0.660035;-0.044022;1;1;1.2222;d;01/09/2018;D;0;1;0;1;Everton;EPL;2018
h;1.26774;1.52437;-0.25663;1;3;1.1214;l;16/09/2018;L;0;0;1;0;Everton;EPL;2018
a;1.06523;0.930544;0.134686;0;2;1.4826;l;23/09/2018;L;0;0;1;0;Everton;EPL;2018
a;1.14952;1.10472;0.0448;2;1;1.3692;w;06/10/2018;W;1;0;0;3;Everton;EPL;2018
h;1.92794;1.50174;0.4262;2;0;1.6654;w;21/10/2018;W;1;0;0;3;Everton;EPL;2018
a;1.67348;2.51393;-0.84045;1;2;0.7351;l;28/10/2018;L;0;0;1;0;Everton;EPL;2018
a;0.198027;1.16298;-0.964953;0;0;0.4373;d;11/11/2018;D;0;1;0;1;Everton;EPL;2018
h;2.10943;1.52214;0.58729;1;1;1.8095;d;05/12/2018;D;0;1;0;1;Everton;EPL;2018
h;1.72686;1.63043;0.09643;2;2;1.44;d;10/12/2018;D;0;1;0;1;Everton;EPL;2018
a;1.6235;1.79848;-0.17498;1;3;1.2283;l;15/12/2018;L;0;0;1;0;Everton;EPL;2018
a;1.8875;1.88646;0.00104;5;1;1.3337;w;26/12/2018;W;1;0;0;3;Everton;EPL;2018
a;0.655851;1.60311;-0.947259;0;1;0.5871;l;29/12/2018;L;0;0;1;0;Everton;EPL;2018
h;0.871304;0.644144;0.22716;0;1;1.5005;l;01/01/2019;L;0;0;1;0;Everton;EPL;2018
h;1.7814;1.52828;0.25312;2;0;1.5785;w;13/01/2019;W;1;0;0;3;Everton;EPL;2018
a;1.31169;1.06009;0.2516;1;2;1.5991;l;19/01/2019;L;0;0;1;0;Everton;EPL;2018
a;1.05995;0.73078;0.32917;1;0;1.6769;w;29/01/2019;W;1;0;0;3;Everton;EPL;2018
h;1.36252;1.85729;-0.49477;1;3;0.9549;l;02/02/2019;L;0;0;1;0;Everton;EPL;2018
a;0.641094;1.53311;-0.892016;0;1;0.5437;l;09/02/2019;L;0;0;1;0;Everton;EPL;2018
a;1.14212;0.219359;0.922761;3;0;2.2285;w;26/02/2019;W;1;0;0;3;Everton;EPL;2018
h;0.241879;0.811272;-0.569393;0;0;0.6653;d;03/03/2019;D;0;1;0;1;Everton;EPL;2018
h;2.24031;1.24394;0.99637;2;0;2.176;w;17/03/2019;W;1;0;0;3;Everton;EPL;2018
a;1.29107;1.66303;-0.37196;0;2;1.0792;l;13/04/2019;L;0;0;1;0;Everton;EPL;2018
a;1.15217;0.261344;0.890826;0;0;2.1304;d;27/04/2019;D;0;1;0;1;Everton;EPL;2018
a;1.69077;1.10275;0.58802;2;1;1.8233;w;18/08/2018;W;1;0;0;3;Bournemouth;EPL;2018
a;0.950959;1.16408;-0.213121;0;2;1.2144;l;01/09/2018;L;0;0;1;0;Bournemouth;EPL;2018
h;2.22726;1.82502;0.40224;4;2;1.6923;w;15/09/2018;W;1;0;0;3;Bournemouth;EPL;2018
h;0.840403;0.589633;0.25077;0;0;1.588;d;20/10/2018;D;0;1;0;1;Bournemouth;EPL;2018
a;1.91687;2.57545;-0.65858;1;2;0.9072;l;10/11/2018;L;0;0;1;0;Bournemouth;EPL;2018
h;1.07393;1.5631;-0.48917;2;1;1.0284;w;04/12/2018;W;1;0;0;3;Bournemouth;EPL;2018
h;0.892502;0.825478;0.067024;2;0;1.3868;w;22/12/2018;W;1;0;0;3;Bournemouth;EPL;2018
a;1.52828;1.7814;-0.25312;0;2;1.1648;l;13/01/2019;L;0;0;1;0;Bournemouth;EPL;2018
h;1.24835;0.971813;0.276537;2;0;1.5864;w;19/01/2019;W;1;0;0;3;Bournemouth;EPL;2018
h;2.13291;1.20286;0.93005;1;1;2.178;d;23/02/2019;D;0;1;0;1;Bournemouth;EPL;2018
h;1.61666;1.02847;0.58819;2;2;1.8873;d;16/03/2019;D;0;1;0;1;Bournemouth;EPL;2018
h;1.20888;1.38919;-0.18031;1;3;1.177;l;06/04/2019;L;0;0;1;0;Bournemouth;EPL;2018
h;2.83739;2.61689;0.2205;0;1;1.5221;l;20/04/2019;L;0;0;1;0;Bournemouth;EPL;2018
a;2.62214;2.73537;-0.11323;3;3;1.3151;d;27/04/2019;D;0;1;0;1;Bournemouth;EPL;2018
a;1.8981;2.85899;-0.96089;3;5;0.7546;l;12/05/2019;L;0;0;1;0;Bournemouth;EPL;2018
h;1.01994;1.40827;-0.38833;0;0;1.0448;d;12/08/2018;D;0;1;0;1;Southampton;EPL;2018
a;1.77471;2.02004;-0.24533;1;2;1.1668;l;18/08/2018;L;0;0;1;0;Southampton;EPL;2018
h;0.542494;0.517935;0.024559;1;2;1.2761;l;25/08/2018;L;0;0;1;0;Southampton;EPL;2018
a;3.13612;2.35193;0.78419;2;0;1.9004;w;01/09/2018;W;1;0;0;3;Southampton;EPL;2018
h;2.19521;1.97094;0.22427;2;2;1.5481;d;17/09/2018;D;0;1;0;1;Southampton;EPL;2018
a;0.679627;1.42507;-0.745443;0;2;0.7495;l;29/09/2018;L;0;0;1;0;Southampton;EPL;2018
a;0.589633;0.840403;-0.25077;0;0;1.0273;d;20/10/2018;D;0;1;0;1;Southampton;EPL;2018
h;1.19216;0.297646;0.894514;0;0;2.1476;d;27/10/2018;D;0;1;0;1;Southampton;EPL;2018
a;1.81466;2.76272;-0.94806;1;6;0.7802;l;04/11/2018;L;0;0;1;0;Southampton;EPL;2018
h;1.20211;1.07573;0.12638;1;1;1.4607;d;10/11/2018;D;0;1;0;1;Southampton;EPL;2018
a;1.67163;1.3875;0.28413;2;3;1.5831;l;24/11/2018;L;0;0;1;0;Southampton;EPL;2018
h;0.623954;0.904803;-0.280849;2;2;1.0606;d;01/12/2018;D;0;1;0;1;Southampton;EPL;2018
a;1.82434;1.73642;0.08792;1;3;1.4253;l;05/12/2018;L;0;0;1;0;Southampton;EPL;2018
h;1.21163;1.85763;-0.646;3;2;0.8364;w;16/12/2018;W;1;0;0;3;Southampton;EPL;2018
h;1.28665;1.26973;0.01692;1;2;1.3918;l;27/12/2018;L;0;0;1;0;Southampton;EPL;2018
a;0.158168;0.850791;-0.692623;0;0;0.5893;d;02/01/2019;D;0;1;0;1;Southampton;EPL;2018
a;1.41659;1.75983;-0.34324;2;1;1.0811;w;12/01/2019;W;1;0;0;3;Southampton;EPL;2018
h;1.06009;1.31169;-0.2516;2;1;1.1065;w;19/01/2019;W;1;0;0;3;Southampton;EPL;2018
h;1.33257;1.53294;-0.20037;1;1;1.1693;d;30/01/2019;D;0;1;0;1;Southampton;EPL;2018
h;1.70666;0.980673;0.725987;1;2;2.0587;l;09/02/2019;L;0;0;1;0;Southampton;EPL;2018
h;1.15823;0.798715;0.359515;2;0;1.6541;w;27/02/2019;W;1;0;0;3;Southampton;EPL;2018
h;2.07772;1.26876;0.80896;2;1;2.0084;w;09/03/2019;W;1;0;0;3;Southampton;EPL;2018
a;0.857436;0.560521;0.296915;1;0;1.6439;w;30/03/2019;W;1;0;0;3;Southampton;EPL;2018
a;1.27102;1.23033;0.04069;1;3;1.3714;l;20/04/2019;L;0;0;1;0;Southampton;EPL;2018
a;2.11999;1.27253;0.84746;1;1;2.0229;d;23/04/2019;D;0;1;0;1;Southampton;EPL;2018
h;2.73537;2.62214;0.11323;3;3;1.439;d;27/04/2019;D;0;1;0;1;Southampton;EPL;2018
h;0.941018;0.857152;0.083866;1;1;1.411;d;12/05/2019;D;0;1;0;1;Southampton;EPL;2018
a;1.73813;1.5137;0.22443;1;2;1.5014;l;10/08/2018;L;0;0;1;0;Leicester;EPL;2018
h;0.222843;1.09349;-0.870647;2;0;0.4633;w;18/08/2018;W;1;0;0;3;Leicester;EPL;2018
a;0.517935;0.542494;-0.024559;2;1;1.2758;w;25/08/2018;W;1;0;0;3;Leicester;EPL;2018
h;0.981217;1.22722;-0.246003;1;2;1.1133;l;01/09/2018;L;0;0;1;0;Leicester;EPL;2018
a;1.82502;2.22726;-0.40224;2;4;1.0545;l;15/09/2018;L;0;0;1;0;Leicester;EPL;2018
a;1.34341;0.397301;0.946109;2;0;2.3033;w;29/09/2018;W;1;0;0;3;Leicester;EPL;2018
h;1.10472;1.14952;-0.0448;1;2;1.3203;l;06/10/2018;L;0;0;1;0;Leicester;EPL;2018
h;1.95344;1.56009;0.39335;1;1;1.6539;d;27/10/2018;D;0;1;0;1;Leicester;EPL;2018
a;1.12521;0.862315;0.262895;1;1;1.64;d;24/11/2018;D;0;1;0;1;Leicester;EPL;2018
h;1.41758;1.19923;0.21835;2;0;1.5772;w;01/12/2018;W;1;0;0;3;Leicester;EPL;2018
a;1.21575;1.47593;-0.26018;1;1;1.1712;d;05/12/2018;D;0;1;0;1;Leicester;EPL;2018
h;0.357742;0.917968;-0.560226;0;2;0.6418;l;08/12/2018;L;0;0;1;0;Leicester;EPL;2018
a;0.895305;0.39698;0.498325;0;1;1.8301;l;15/12/2018;L;0;0;1;0;Leicester;EPL;2018
h;1.55714;1.34781;0.20933;2;1;1.5082;w;26/12/2018;W;1;0;0;3;Leicester;EPL;2018
a;0.644144;0.871304;-0.22716;1;0;1.1291;w;01/01/2019;W;1;0;0;3;Leicester;EPL;2018
h;1.75983;1.41659;0.34324;1;2;1.6331;l;12/01/2019;L;0;0;1;0;Leicester;EPL;2018
a;1.33831;2.21719;-0.87888;3;4;0.7775;l;19/01/2019;L;0;0;1;0;Leicester;EPL;2018
a;1.1272;0.576336;0.550864;1;1;1.9083;d;30/01/2019;D;0;1;0;1;Leicester;EPL;2018
h;1.40067;1.49717;-0.0965;0;1;1.2831;l;03/02/2019;L;0;0;1;0;Leicester;EPL;2018
h;0.946697;1.57739;-0.630693;1;4;0.791;l;23/02/2019;L;0;0;1;0;Leicester;EPL;2018
h;1.92171;1.20566;0.71605;2;1;1.9079;w;26/02/2019;W;1;0;0;3;Leicester;EPL;2018
a;0.794683;1.36515;-0.570467;1;2;0.8112;l;03/03/2019;L;0;0;1;0;Leicester;EPL;2018
a;0.608954;1.17008;-0.561126;2;1;0.8349;w;16/03/2019;W;1;0;0;3;Leicester;EPL;2018
h;0.877377;0.945804;-0.068427;0;1;1.2569;l;12/04/2019;L;0;0;1;0;Leicester;EPL;2018
a;0.8065;1.36558;-0.55908;2;2;0.8828;d;20/04/2019;D;0;1;0;1;Leicester;EPL;2018
a;0.537307;1.08617;-0.548863;0;1;0.8385;l;06/05/2019;L;0;0;1;0;Leicester;EPL;2018
h;0.345306;1.26735;-0.922044;0;0;0.5084;d;12/05/2019;D;0;1;0;1;Leicester;EPL;2018
a;1.07816;0.638076;0.440084;2;0;1.7504;w;11/08/2018;W;1;0;0;3;Crystal Palace;EPL;2018
a;1.21905;1.14596;0.07309;1;2;1.4084;l;26/08/2018;L;0;0;1;0;Crystal Palace;EPL;2018
h;2.35193;3.13612;-0.78419;0;2;0.8918;l;01/09/2018;L;0;0;1;0;Crystal Palace;EPL;2018
a;0.746631;0.87744;-0.130809;1;0;1.2036;w;15/09/2018;W;1;0;0;3;Crystal Palace;EPL;2018
h;0.930793;0.229309;0.701484;0;0;1.9934;d;22/09/2018;D;0;1;0;1;Crystal Palace;EPL;2018
h;1.03714;0.755654;0.281486;0;1;1.6276;l;06/10/2018;L;0;0;1;0;Crystal Palace;EPL;2018
a;1.50174;1.92794;-0.4262;0;2;1.0597;l;21/10/2018;L;0;0;1;0;Crystal Palace;EPL;2018
h;0.688016;1.55381;-0.865794;0;1;0.6198;l;10/11/2018;L;0;0;1;0;Crystal Palace;EPL;2018
a;1.05292;1.34245;-0.28953;0;0;1.1131;d;24/11/2018;D;0;1;0;1;Crystal Palace;EPL;2018
a;1.5329;1.2521;0.2808;1;3;1.5759;l;04/12/2018;L;0;0;1;0;Crystal Palace;EPL;2018
a;0.934613;1.53635;-0.601737;2;3;0.8355;l;08/12/2018;L;0;0;1;0;Crystal Palace;EPL;2018
h;0.39698;0.895305;-0.498325;1;0;0.8029;w;15/12/2018;W;1;0;0;3;Crystal Palace;EPL;2018
a;1.14609;1.27118;-0.12509;3;2;1.2954;w;22/12/2018;W;1;0;0;3;Crystal Palace;EPL;2018
h;0.199002;0.741471;-0.542469;0;1;0.6901;l;30/12/2018;L;0;0;1;0;Crystal Palace;EPL;2018
h;1.1617;1.56262;-0.40092;1;2;1.0533;l;12/01/2019;L;0;0;1;0;Crystal Palace;EPL;2018
a;1.53294;1.33257;0.20037;1;1;1.5467;d;30/01/2019;D;0;1;0;1;Crystal Palace;EPL;2018
h;2.68412;1.74711;0.93701;1;1;2.0158;d;09/02/2019;D;0;1;0;1;Crystal Palace;EPL;2018
a;1.57739;0.946697;0.630693;4;1;1.9505;w;23/02/2019;W;1;0;0;3;Crystal Palace;EPL;2018
h;1.69334;1.54089;0.15245;1;3;1.4931;l;27/02/2019;L;0;0;1;0;Crystal Palace;EPL;2018
a;0.907988;0.943175;-0.035187;1;0;1.3963;w;06/04/2019;W;1;0;0;3;Crystal Palace;EPL;2018
h;0.261344;1.15217;-0.890826;0;0;0.5605;d;27/04/2019;D;0;1;0;1;Crystal Palace;EPL;2018
a;1.80991;1.4996;0.31031;3;2;1.5733;w;04/05/2019;W;1;0;0;3;Crystal Palace;EPL;2018
h;2.85899;1.8981;0.96089;5;3;2.047;w;12/05/2019;W;1;0;0;3;Crystal Palace;EPL;2018
h;1.71799;2.45798;-0.73999;3;2;0.8965;w;18/08/2018;W;1;0;0;3;Chelsea;EPL;2018
h;1.16408;0.950959;0.213121;2;0;1.4733;w;01/09/2018;W;1;0;0;3;Chelsea;EPL;2018
a;1.88344;1.0177;0.86574;0;0;2.0176;d;23/09/2018;D;0;1;0;1;Chelsea;EPL;2018
h;1.77638;1.74071;0.03567;1;1;1.3807;d;29/09/2018;D;0;1;0;1;Chelsea;EPL;2018
h;1.16298;0.198027;0.964953;0;0;2.2844;d;11/11/2018;D;0;1;0;1;Chelsea;EPL;2018
a;1.10702;0.682893;0.424127;1;2;1.6945;l;05/12/2018;L;0;0;1;0;Chelsea;EPL;2018
h;0.526329;0.740048;-0.213719;2;0;1.0904;w;08/12/2018;W;1;0;0;3;Chelsea;EPL;2018
a;2.1956;1.24414;0.95146;2;1;2.1341;w;26/12/2018;W;1;0;0;3;Chelsea;EPL;2018
a;0.741471;0.199002;0.542469;1;0;1.8805;w;30/12/2018;W;1;0;0;3;Chelsea;EPL;2018
